What would your girlfriend think of that?,m
Yeah.,m
You wanna talk to her alone?,m
Look - let me talk to her.  Any leads I get_ they're all yours.  Just let me have a first crack at her.,m
Raw deal.,m
She's fucked.  Even if that story is true.,m
Something back home?,m
Why not?,m
Is that all there is?,m
She just saw two of her friends killed! They probably threatened her.,m
What are you hiding?  Why are you afraid,m
Then I guess we're doin' this the right way_ aren't we?  If we pull up to a burning building I'll gladly let you go first.,m
I wanted to run up to a building on fire_ kick in the door_ rush into the smoke and save a kid.,m
Hey!  I always wanted to be a cop when I was a kid.  I dreamed of running up to a door_ kicking it in_ pulling my gun and yelling 'Freeze!' at the bad guy! What'd you dream about?,m
Of course.,m
So am I.  Alright_ I'll go inside and you cover the back.,m
I'm on duty.,m
You thirsty?,m
I'm on my way with Eddie.  Ludwig's. 63rd and Madison.  The suspects might be there already.,m
Leon - meet us at 63rd and Madison. Hair salon.  Ludwig's.,m
Better than one.,m
Two heads.,m
I'll call it... tails.,m
Tell you what - I'll flip you a coin. If you win you can come with me.  If you don't win_ you don't come.,m
This is ridiculous.  I'm not gonna be in your way - we can talk the case over.,m
I'll let you know what happens.,m
But what if it does?  You might need my help.,m
This has nothing to do with your fire.,m
Mind if I ride along with you?,m
You got any better ideas?,m
You goin' to the escort service?,m
Stay here.,m
My folks are.,m
You're Polish?,m
My parents are from Poland.  I can help with the Eastern European angle.,m
This isn't homicide school.,m
I can watch you_ Eddie.  Maybe I'll learn something.,m
There wasn't a fire.  There'll be nothing for you to do.,m
I'll come with you.,m
Or Czechoslovakia.  The Slavs have been fighting the Germans and the Russians for a thousand years.  These are very intense people and they take things personally.,m
Eastern Europe.  Like what?  Romania? Hungary?,m
Maybe it's a ritual thing or someone trying to send a message.  Burial rites are taken very seriously in Eastern Europe.  It could be to humiliate them. Just burning them up_ no proper funeral_ it's like condemning them to hell.,m
Look_ I'm not even sure she has anything to do with this.  I saw her outside after the fire - thought it was a lead. Maybe she saw something.  Maybe she was visiting somebody here.  Who knows?,m
What would you call her?,m
Who says she's a suspect?,m
Maybe you don't care about that either.  Prettiest suspect I've had in awhile.,m
Hmmmm.,m
Pretty.,m
The Super said he'd seen her before but she didn't live here.,m
You were right_ they were both dead before the fire.  The male was stabbed so hard the killer broke off the tip of the knife in his spine.  That's usually an indicator of something personal.,m
If you found me steppin' on your crime scene - it might piss you off_ too.  What about the report?,m
Sure.  But I would like to ask you something.  You got a problem with me?,m
Did you get a report from the M.E.?,m
Good.  Good.  Commendable.,m
I don't even watch TV.,m
Nah_ why should you?,m
Well_ just so you know_ I don't care about that stuff.,m
Well_ just so you know.  I gave you guys the credit.,m
Nah_ I musta missed it.,m
Watch the news?,m
It's your crime scene now.  You can do what you want.,m
Why don't you explain it_ Bobby.  Hey Camello!  You mind punching a hole in the floor?,m
No_ what is it?,m
You know what that is_ right?,m
No_ we don't mind.  You mind Leon?,m
Hey_ that's great you guys got it all wrapped up_ but you don't mind if we go through the routine?  It gives us somethin' to do.,m
Smarter than Americans.  You're fed cry baby talk shows all day long.  Not only will Americans believe me_ they'll cry for me.  So...Detective Eddie Flemming_ would you like to say goodbye to your Nicolette? Maybe you can propose to her now?,m
You really think you'll be able to fool a jury with this bullshit?  How fuckin' stupid are you?,m
If you kill me and film it you're putting a noose around your neck.,m
So tabloids don't have to do re enactments.  They going to have real movie this time.,m
Good - be tough to the end.  Actor who plays you will want to die like hero.,m
Then do it_ asshole.,m
I kill someone famous.,m
What's your accomplishment.,m
Your opinion.  You see_ they going to make a movie about me_ too_ Eddie.  And write books.,m
What do you want?,m
So...who's Nicky?,m
Don't be late.,m
Thank you.,f
See you later.  Good luck.,m
Okay.,f
Yeah_ yeah.  Good thing.,m
Okay.  And you know what_ I'll swing by my place_ grab a couple pairs of shoes and maybe just test them out next to yours...How's that... Would that be a good thing.,f
Yeah.  I promise.,m
You promise?,f
Tonight.,m
Okay_ til tonight.,f
I love you.,f
Patronizing you... Nay_ I love you.,m
Yeah.  I'll do that.  As long as you're not patronizing me.,f
I promise.  We'll talk.  You'll be great.  You'll be fine.  Go ahead_ just imagine that_ uh... Just look into the lens and imagine you're talking to me.,m
Promise?,f
I'll tell you tonight.  Let's do it tonight.  As soon as you get back we'll talk.  We'll talk.,m
No.  No_ listen to me here.  I want to know what you're talking about.  You know_ the shoe thing and the marriages and...,f
No.  Go ahead.  You're gonna be great.,m
Okay.  That is great.  But I can't go now_ we're in the middle of something here.,f
Well_ that's great.,m
Yeah.,f
That's good.,m
Oh my G-d_ they want me to anchor.  They want me to anchor tonight!,f
Okay.  Okay.  Hold that thought just for a second.  They only call me when it's an emergency.  Just hold that thought.  Can you call back?,f
Answer it.,m
No.  Tell me what you want to say.,f
Answer the phone.,m
Don't worry about the damn phone.  I won't answer it.,f
Jesus.  And last week you came over with blood on your shoes.  What am I going to do with you?,f
Could be Leon's.,m
Look at this.  You have blood on your shirt.  Whose is it?,f
You're not so bad yourself.,f
You're ruthless.,m
Well_ who was it that taught me how to do that?  Huh?,f
You were merciless.  You didn't give a shit if you got me or not.,m
That was good.  You were holding the evidence.,f
Yeah_ well you took the camera and put it right down on the evidence.  That was...,m
Yes you are.  I'm not just some reporter.  I don't just stick a microphone in your face.  You could give me something.,f
I'm not.,m
Alright_ alright_ Eddie.  Don't patronize me.,f
Maybe I should just_ ya know...turn to the cameras and say_ do you mind if we just work something out?,m
Stop it.,f
Oh_ I'm sorry.  Did I embarrass you_ sweetheart?  Oh...,m
You didn't have to embarrass me in front of my colleagues.  You could give me something.,f
I can't...I can't answer you just because you want me to answer you!,m
What is your problem?  Why'd you snap at me?  I just wanted a statement.,f
Hey.,m
Hey_ honey.,f
Okay.,f
Alright.,m
Alright.,f
Alright?,m
Alright.,f
Yeah.  Now's not a good time.,m
Eddie_ are you okay?,f
Alright_ cut_ cut_ cut.,f
Um...now is not a good time_ okay. Detective Jackson's hurt.  He's fine. I've got a Fire Marshall shot_ Detective Jackson is hurt but not seriously.,m
Do you have the suspect in custody?,f
He was hurt_ but not seriously.  He'll be fine.,m
Okay.  But I do understand that your partner_ Leon Jackson's been injured. Is that correct?,f
I really can't give out any information right now at this point.,m
I understand_ but I noticed that the Fire Marshall is here with you.  Is this somehow related to the fire department?,f
I can't talk right now.  We have some things to take care of.,m
Detective - can you tell us what happened here?,f
We don't know.  When I have more I'll let you know.,m
Is it drug related?,f
You know you can't do that.  C'mon.,m
Can we go up to the crime scene?,f
There are two bodies found at this point.,m
How many victims are up there?,f
We don't know that yet.  It's much too early.  There's a lot to be done.,m
Detective_ does it look like a murder?,f
Again?  I didn't wanna do it the first time.,m
Any chance we can do that again?,?
Yeah_ yeah.  Jesus.,m
Okay.  You ready?,?
Keep them out of my way.,m
Ready?,?
You're worried for my safety.  I'm touched.,?
I hope this prick doesn't run.  My knees are killing me.  Stay behind me.,m
Yeah.  And he still went to the party.,m
That's unique.,?
He's from Antigua.  His girlfriend was taking too long to put her make-up on. they were late for a party.  Stabbed her with a beer bottle.,m
Not what.  Who.,m
So what's unique?,?
My kids?  Let's see...Susan's 15. Aundrea's 9.  Don't tell me you're thinking about having a kid!  How old are you?  Never mind. Let me just tell you this: Every stupid cliche you hear about kids - they change your life_ they make you a better person_ they make you whole...  It's all true!  Before I had kids when friends talked about their kids_ I wanted to vomit.  Now -- I get it.  Am I right_ Leon?,?
How old are your kids?,m
I'm not moody.,m
I think you're getting a little moody there_ Eddie.,?
Not chopped up.  Not chopped up like that.  I mean_ what do I got left? Coupla articles.  A medal or two. Plaque here and there and in a coupla years no one remembers me anymore.,m
Sooner or later that's everybody.,?
Jesus Christ.,?
So we're waitin' to hit this warrant - we got Emergency Service with the heavy weapons standin' by - ready to go.  I say_ lemme get a cigar outta the car.  I go to get the cigar and BOOM!  All the sudden I turn around and a kid with a shotgun let one go.  Right where I was standin'.  That coulda been it.  I coulda had my head blown off and for what?  Some stupid kid got panicky_ takes the safety off and it's over.  If I hadn't gone back for that cigar - for a bad habit - I would've had my head blown off.,m
No.  Are you proposing?,m
Are you married?,?
Dog food.,m
And what do you do with the bones?,?
You stuff sausage in it.,m
You're a butcher?  What do you use pig intestines for?,?
I am butcher.,m
Okay.  You work in a vodka factory.  I understand that.  And what kind of work do you do?,?
Come alone.  Bring cash.  And we'll talk about surrendering.,m
Wait a minute.  Wait a minute.,?
If you don't want my film - I'll call another show.  And they will show it.,m
What?  It doesn't work that way.,?
We'll talk about that.  Four o'clock gives you time to go to bank.  Three hundred thousand dollars.,m
I'll meet you on one condition - I get exclusivity and you surrender to me.,?
No.  I'm the best that's ever threatened you.,m
Look asshole.  I've been threatened by better than you.,?
Come to 45 Broadway.  Don't bring the Police.  Come alone or you'll be in my next film.,m
If he doesn't lower his gun I'll fucking kill her.,m
Let her go!  Let her go!!,m
Tell him to put his gun down!,m
The Sheraton!  On Broadway!  Room 210. Go get Oleg.  He'll kill you.,m
Where's your partner?,m
Get down on your knees.,m
C'mon.  Pull the trigger.  Do it.  Oh_ look_ you're sweating.  You don't have the balls.,m
You'll be my first.,m
You can't kill me.  You're not a cop. Just fireman with a gun.  I bet you never shot anybody in your life.,m
Tommy_ take a walk.,m
My father was.  He gave me many lessons about fire.  Now it's my friend.,m
Were you a fireman?  That how you knew how to rig the apartment?,m
Alright_ alright - don't hurt me! Please_ it's in my book_ in my purse!,?
Give me the address!!,m
Look_ man_ I don't give a shit if you want sex or not_ but you're payin' for my time.,?
Listen to me.  I don't want sex.  Just give me the address and then you go.,m
Look.  Do we have a problem here? There's no reason to have a problem. I'm gonna make you feel real good.  You wanna Czech girl? After I'm done with you_ you won't miss her.  Now why don't you pay me?,?
I like to talk to the person who runs the service.  Can you give me address?,m
That's confidential.  Could you put the money on the dresser?,?
Where is escort service?,m
It's an outcall service run out of an apartment.  I don't meet the other girls.  Aren't you gonna get undressed?,?
I ordered a Czech girl.  Daphne_ you know her?,m
Now I like to get business out of the way before we get down to pleasure.  Why don'tchya put my money on the dresser.,?
Baby_ I'm anybody you want me to be. I'm a little schoolgirl_ I'm mommy_ I'm a Czech girl.,?
Where's Czech girl?,m
Hi_ I'm Honey.,?
He doesn't speak English.,m
I'd like to speak for himself_ okay?,?
Two weeks.,m
How long are you planning to stay?,?
We are both from Prague.,m
No_ you're travelling together.  I want to talk to you together.  Hi_ how are you?  Can I take a look at your documents?  Are you related?,?
Is there a problem?,m
Please join us.  Come on forward.,?
Yes.,m
Is he with you?  Are you travelling together?,?
Can you show me?  Sir_ no cameras in the FIS area!,?
I have five-hundred dollars.,m
How much money are you carrying with you?,?
Two weeks holiday.,m
What is your intended purpose of your visit to the United States?,?
Yes sir.,m
Next.  Could I see your documents_ please?,?
Yes.  Both.,m
Hey_ tabloids paid Ted Bundy - famous serial killer - half a million for his interview.  And how much you think Monica got for writing book about the President coming on to her?  It pays to be a killer or a whore in this country. Look_ you want magazine or not?,?
Million?!  The killer gets one million dollars for a television interview?,m
In here_ says he wants a million.,?
Do you know how much killer gets for movie rights?,m
This all you want?,?
New York's finest.  This is his case.,?
Who is he?,m
No.  You are the traitor.  You are murderer.  I am director.  Action!,m
Traitor!!,m
You think you are a director?  You are a fucking little_ small Russian piece of shit.  And I hate you.  I fucking hate you.,m
No_ I don't get that!,m
You got that?,m
Yes.  But there's only one problem - you want credit but the problem is - I don't share credit.,m
Yes.  Before we hand in the next video - I put titles on it and my credit is going to read - Directed by Oleg Razgul.,m
Credit?,m
I'm serious...this - this is a great American film.  Full of violence and sex.  And I want my credit.,m
Your idea?  I thought it was my idea.,m
Because I am the director.  Don't you realize_ if it wasn't for my film_ for my talent_ my idea to do this - no way would we be sitting here right now.,m
Why did you leave that stuff in about you being the director?,m
Be quiet.  Watch.,m
I told you to cut that out before we handed in the tape!,m
Bad last moment - I cut it out.,m
This is my project.  I say 'action.'  I am the director!  You are the talent. You wait for me to say 'action.'  And 'action!',m
Shut up.  Look!,m
I'm serious.,m
The one who got caught in the bathroom.  George Michael.,m
In movie they make of us_ who do you think would act me?,m
Oleg_ don't be paranoid.  You got a hundred-fifty thousand dollars_ didn't you?  I gave you half of what they gave me.  Look - here we are!,m
You are success story?  I am success story!  Why do you say I and not we?,m
Cut!,m
Okay.  He has nothing to say.  Start the camera!,m
Good idea!,m
No.  We are insane.  Who else but crazy men would film their murders?  So we kill someone famous and if we are caught_ we are sent to mental hospital. But what good is money there?  Because once in hospital I say I not crazy. Just pretended to be acquitted.  We see psychiatrists.  They must certify we are sane and because of your - what is law called?  Oh - I got it.  Because of your Double Jeopardy law_ we can't be tried for same crime twice.  We come out free_ rich and famous!,m
This way.  Hold it this way.  Good.,m
Sit down!,m
Let me get a shot of it.,m
What does it look like?  It's an address book!,m
What is that?,m
Put the camera down_ Oleg.,m
Why not?,m
And the whore's murder?  You didn't erase that either_ did you?  Don't lie_ I won't be angry.,m
I did.,m
The video of Milos and Tamina - I told you to erase it.,m
What is it?,m
Don't want to film this?,m
Oh_ shit.  I hate looking at that!,m
Does it hurt?,m
Shut up.,m
Gotta light the scene better.  Now it's more moody... like a scene from THE THIRD MAN.,m
Oleg_ get in bathroom_ stay there and shut up!,m
Whatever we do - we fuck her_ right?,m
Get in the bathroom!,m
I'm homesick.  You have Eastern European girl?  A Czech girl?,m
Whore?,m
I'll do it.  Don't hurt my camera!,m
How you erase this?,m
You said speak Czech!,m
Speak English!,m
I'm not filming.  I'm watching Milos die.  It's just like a move but realer.,m
Turn that fucking thing off!,m
Smell like chemicals...for smoking drugs.,m
What?,m
For five years I paid for your stupidness - you'll carry my bag for the rest of my life if I say so.  Unless you refuse_ Oleg.,m
Why should I carry your bag?  I am not a dog.,m
Turn that off!  Get the bags.,m
We have no money.  Come on.,m
Look.  New videocameras.  Color viewfinder.  Image stabilization. Solarization.  Night vision.,m
Because I don't like your ugly language. I heard enough of it in school!  Now speak Czech or English.  And don't fool around anymore.  You almost got us thrown out!,m
Why?  Why do I always have to speak to you in Czech?,m
Don't speak Russian!,m
Look.  Times Square.  Just like in the movies!,m
I want to document my trip to America.,m
Did you hear what I said?,m
Okay.,m
Don't fool around.,m
Okay.,m
Just do what I do.  Say the same thing I say.  Don't open your mouth.,m
You spent all the money while I was in prison?  Now you tell me to get a job fixing toilets?!?,m
We started over_ you can too.,?
A job??  As a plumber???  You think I come to America to work!,m
It's easy to learn.,?
As a plumber?!,m
Yes_ the money is good.,?
A job?,m
I can get you a job.,?
Look at the way we live.  I'm a plumber. You think I'd be working if I had money?!,?
Ha. Ha.,m
We spent it!,?
Milos.  Get my money!,m
Take your eyes off her_ Oleg!  Look.  It wasn't my fault you two were caught.  It's his fault.  Trying to get the bank clerk's phone number?!  I wasn't going to wait!!!,?
You know me...I never hurt anybody. Where's the money?,m
Did you hurt her?,?
Your sister said she didn't know where you were so you shouldn't write to her with return address if you're hiding.,m
Surprise!  Surprise!,m
Emil???!,?
You want the tape?  There it is!,?
Viewer discretion advised!,?
Trust me_ you'll want to take this call.,?
I can't talk to anybody right now_ can't you see I'm busy!  I can't talk business.  Hang up.  Have a drink.  Get her a whiskey.,?
You've got a call.,?
What are you doing here?,?
Robert...?,?
Don't give me that fucking shit.,?
If I didn't put it on somebody else would!  I was his friend!,?
You outta be ashamed.  Ashamed of yourself.,?
This footage will work in your favor. When the jury sees this - no matter what Cutler tries_ they'll convict him.,?
And you_ you'll pay for what you did!,?
Paulie_ you've got kids_ right?,?
Yeah?,?
In love?  With who?,?
Of course he's moody.  He thinks he's in love.,?
Isn't he a little moody?,?
Oh my G-d.  We were having lunch here. He started making overtures - talking about little shoes next to his in his closet but I got a call to anchor - and I walked out on him.  I walked out on him when he was trying to ask me to marry him!!,f
That morning.  He was talking to me and Leon about marriage.,?
Alright.  Go ahead.,f
I'm trying to tell you.,?
I want to hear everything he said.,f
Well_ he...,?
What do you mean you know?  He told you he was gonna propose to me?,f
I know.,?
Excuse me?,?
"Yes.  No.  Both.  When I was a boy_ I see movie at school called ""It's a Wonderful Life"" directed by Frank Capra. Ever since I want to come to America. Land of the free.  Home of the brave.  A land where anyone can be anything. As long as they are white.",m
Movies...to be in the movies or to see movies?,?
I'm here for movies.,m
What are you coming here to do?,?
A cheap hotel.,m
Yes_ we're in New York now.  But where are you planning to stay in New York?,?
New York.,m
Then answer my questions.  Where were you planning to stay during the two weeks that you're here?,?
I speak English.,m
Okay.  You're a Czech national and you're a Russian national.  How do you know one another?,?
Yes...he's my friend.,m
He's yours but I take him in!  I'll drive him to the precinct_ you can have him but I'm walkin' him in.,m
Well_ he killed my partner!,?
He's my collar!,m
We're takin' him.  Don't argue!,?
No way!  He's mine!,m
I'll take him.,?
Evidence.  Of a homicide.,m
What was that?,?
Yeah_ well_ some people got their priorities straight.,?
And while they're burning up_ they're still goin' down on each other?  You got to hand it to them.,m
That's what it looks like to me.,?
So the way you see it_ two crack heads burned themselves up?,m
Thanks.  Appreciate it.,m
No.  Go ahead.,?
Your civil rights?!  You tried to rob me!  I could arrest you right now! You're lucky you're walking away from this.  Now get outta here.,m
A dog pissed on me!!  I'm gonna sue you for this!  You violated my civil rights!,?
You okay?,m
Hey.  C'mon_ you can't leave me like this.  Some freak'll come by and stab me!,?
I'll send a cop back for you.,m
Oh yeah?  Guess again.,m
Fire Department?  Firemen don't carry guns.,?
Okay_ you're under arrest!  Now you happy?,m
Alright_ how 'bout all your fuckin' money?,?
Look_ I don't have time for you_ get out of my way!!,m
Got any spare change?  How 'bout a spare twenty?,?
Hey_ by the way_ I'm really sorry about your wife leavin' you.,?
Yeah?  What kind?,m
I used an accelerant.,?
How did you start the fire this time?,m
Yeah_ I'm religious.  I'm not an Atheist like you!  Now_ are you guys gonna arrest me_ or not?,?
What's that on your forehead_ Max? That's a nice attention getter.,m
They were inside.  They booby trapped her apartment!,m
What the hell happened?,m
Get outta here!,m
Not good.,m
How was it?,m
Lay down.  Stay down_ Bobby.,m
It hurts.  Aw_ Jesus!,m
Bobby_ Bobby!  Where're you hit?!,m
If I go home I won't be able to fall asleep anyway.,m
Aren't you tired?,m
You go home.  I'm takin' your car and goin' back to the crime scene.,m
You hear that question_ Garcia?,m
How long they been livin' here?,m
-- From Czechoslovakia?  And how long have they been livin' in your building?  Alright_ I'll be in touch when we know somethin'.  Milos and Tamina Karlova.  They were quiet and kept to themselves.  Landlord don't know who your girl is.,m
Maybe you can be his stand-in.,m
Yeah?,m
Now that you know him_ maybe you can get extra work in the next movie they make about him.,m
There was a woman - I think she wanted to talk to us.  She looked scared.  Oh shit!  Oh no!,m
What?,m
That's why he was so quiet.  He was testing us.,m
What??,m
He knew all along.,m
You see Eddie's face when I gave him the timer?  Wish I had a picture of it.,m
But you knew that_ right?,m
The smoke'll permeate your nostrils - burn 'em out.  Let it run.,m
Don't blow your nose!,m
Clean?,m
Mouth's clean_ too.,m
Could you put out the cigar?  Part of the job is picking up scents.,m
Nah_ not at all.  Detective Flemming - Bobby Korfin.  My Uncle Tony worked with you at 2-1 back when you were a rookie.,m
'Cause Eddie woulda locked him up by now!,m
Oh yeah_ why?,m
Naw - I'm sure the suspect's not here.,m
You see anything in the crowd?  Anybody suspicious?,m
I don't know_ you think Eddie will give me his autograph?,m
I heard.  Who the hell let them up there?,m
Where you been_ man?  We got a celebrity!,m
GET OUTTA HERE NOW!!  GET IN THAT CAR AND DRIVE AWAY!!!  DO WHAT I SAY OR I'LL KILL YOU_ TOO!!!,m
Look_ you can't shoot him in cold blood.,?
Take the car.  Get outta here_ Tommy.,m
Don't stoop to his level!,?
Don't you get it?  He knew he was gonna get caught!  That's why he videotaped Eddie's murder - he thinks he's gonna get off.,m
What are you gonna do?,?
The clerk?,?
Capra?  That's not Czech or Russian. Who said he sounded Russian?,m
Room was registered to a Francis Capra.,?
That doesn't apply to me because I'm not a criminal.  I'm not a criminal!  I wasn't convicted.,?
But doesn't the Son of Sam Law prevent criminals from profiting from their crimes?,?
We're in negotiations_ that's correct.,?
And isn't there a movie in the works about you?,?
Look_ I'm in here.  You call this a career move?,?
Permanently disrupted?  Aren't you selling paintings now for quite a lot of money?  Hasn't this 'incident' as you call it_ jump started your career as an artist?,?
Look_ I'm a victim here_ too.  I was a year away from getting my masters in Art_ now I'll never graduate.  My life has been permanently disrupted.,?
You seem very savvy for a man who's been found mentally incompetent to stand trial.,?
It was my finger that pulled the trigger_ but I'm not morally responsible.  My psychiatrist knew what I was capable of.  How could I know. I'm not a doctor.,?
...so you feel absolutely no responsibility for killing these people?,?
Yes.  My psychiatrist didn't insist that I stay on my medication.,?
Your doctor?,?
This had nothing to do with shoes that didn't fit or my relationship with my father who_ as you know_ made a fortune selling penny loafers in the fifties. These people died because of the criminal actions of my doctor.,?
We're trying to get there. I hope we can.,?
CONTINUED,?
I'm sorry_ Dr. Smyslov_ but I'm really not at liberty to discuss this.,?
CONTINUED,?
How did they manage to do that without any communication?,?
CONTINUED,?
Well_ I suppose they've been having a bit of trouble with some of the equipment.,?
CONTINUED,?
She's wonderful.,?
CONTINUED,?
I'm afraid I've only got a few minutes_ but I'd love to.,?
CONTINUED,?
Well_ how nice to see you again_ Elena. You're looking wonderful.,?
SPACE STATTION 5 - LOUNGE,?
Roger.,m
I think I'll have to go out and burn them off.,m
I guess not.,m
I guess you don't know your own strength_ old boy.,m
I didn't do that Frank. I took particular care not to freeze them.,m
Well_ now that we've got one that's actually failed_ we should be able to figure out what's happened and fix it.,m
It's the last one.,m
Yes.,m
Hal?,m
Well_ I hope there's nothing wrong with the assembly on those. Other- wise we're out of business.,m
Two more.,m
Two units in four days. How many spares do we have?,m
I don't know. Hal said he thought it might be the assembly procedure.,m
No.,m
You're kidding.,m
Well... Hal's reported the AO-unit about to fail again.,m
Oh_ I'm fine_ I'm wide awake. What's up?,m
Are you reasonably awake?,m
Good morning. How's it going?,m
Anyway_ it's just as well that we replace it. Better safe than sorry.,m
Yes_ but it's more likely that the tolerances on our testing gear are too low.,m
I suppose computers have been known to be wrong.,m
Yes_ I don't know what to make of it.,m
Well_ that's something.,m
Still_ all we have to do is ask Hal.,m
I guess it isn't.,m
I suppose it isn't logically impossible.,m
But not completely inconceivable?,m
I know. It would be almost inconceivable.,m
Yes_ but it's to fantastic to think that they'd keep something from us.,m
Not really. Though_ it is strange when you think about it. It didn't really make any sense to keep us apart during training.,m
That's true.,m
Just ask Hal. It's conceivable they might keep something from us_ but they'd never keep anything from Hal.,m
How?,m
Of course_ it would be very easy for us to find out now.,m
Yes_ I thought so.,m
That seems very unlikely.,m
I don't know. All I heard is that there's something about the mission we weren't told.,m
Oh_ well_ apparently there's something about the mission that the sleeping beauties know that we don't know_ and that's why we were trained separately and that's why they were put to sleep before they were even taken aboard.,m
No_ as a matter of fact_ I didn't.,m
Yes. You must have heard the rumour that went around during orbital check-out.,m
Oh?,m
I suppose so. Though_ of course_ there's a more sinister explanation.,m
I suppose the idea was specialized training.,m
No. I never did_ either.,m
I must say_ I never did understand why they split us into two groups for training.,m
I don't think we should make any fuss about it yet. I'm sure they'll straighten it out.,m
Well_ what do you think we ought to do about it?,m
It's possible.,m
Not really. They just said it might be because we trained at Houston and they trained in Marshall_ and that we're being charged against differ- ent accounting offices.,m
Yesterday_ I finally called the Accounting Office at Mission Control_ and all they could tell me was that they'd received the AGS-19 notification for the other three but not mine_ and apparently not yours either.,m
Yes.,m
Really.,m
Interesting that you mention it_ because I've got the same problem.,m
That's right. Well_ naturally_ I didn't say anything to Payroll. I assumed they'd start paying me at the higher grade on the next pay cheque. But it's been almost three weeks now and I'm still being paid as an AGS-18.,m
Well I got the papers on my official up-grading to AGS-19 two weeks before we left.,m
Yes?,m
It's about my salary cheques.,m
What's up?,m
Well_ it's nothing really important_ but it's annoying.,m
Sure_ what is it?,m
Dave_ if you've a minute_ I'd like your advice on something.,m
Okay_ come on down.,m
Okay. ,m
Right. Just a sec.,m
Hi. Frank... coming in_ please.,m
Listen to me very carefully_ Hal. Unless you immediately release the hibernation control and follow every order I give from this point on_ I will immediately got to control central and carry out a complete disconnection.,m
I know that you've had that on your mind for some time now_ Dave_ but it would be a crying shame_ since I am so much more capable of carrying out this mission than you are_ and I have such enthusiasm and confi- dence in the mission.,m
I am prepared to do that anyway.,m
Hal_ unless you follow my instructions_ I shall be forced to disconnect you.,m
I'm sorry_ Dave_ but in accordance with sub-routine C1532/4_ quote_ When the crew are dead or incapacitated_ the computer must assume control_ unquote. I must_ therefore_ override your authority now since you are not in any condition to intel- ligently exercise it.,m
Hal_ I'm in command of this ship. I order you to release the manual hibernation control.,m
I can tell from the tone of your voice_ Dave_ that you're upset. Why don't you take a stress pill and get some rest.,m
I don't like to assert myself_ Dave_ but it would be much better now for you to rest. You've been involved in a very stressful situation.,m
Hal_ switch to manual hibernation control.,m
Look_ Dave your've probably got a lot to do. I suggest you leave it to me.,m
I'm goin to do this myself_ Hal. Let me have the control_ please.,m
If you're determined to revive the crew now_ I can handle the whole thing myself. There's no need for you to trouble.,m
I don't really agree with you_ Dave. My on-board memory store is more than capable of handling all the mission requirements.,m
It doesn't have to be_ Hal. It's more dangerous to be out of touch with Earth. Let me have manual control_ please.,m
Repairing the antenna is a pretty dangerous operation.,m
The antenna has to be replaced.,m
I suppose it's because you've been under a lot of stress_ but have you forgotten that they're not supposed to be revived for another three months.,m
I suppose you're pretty broken up about it?,m
Yes_ it is.,m
Too bad about Frank_ isn't it?,m
Well_ that's a relief. You know I have the greatest enthusiasm possible for the mission.,m
Yes_ it is_ Hal.,m
Is your confidence in me fully restored?,m
And don't you worry about it.,m
Well_ don't worry about it.,m
I'm sorry about the misunderstanding_ Hal.,m
Naturally_ Dave_ I'm not pleased that the AO-unit has failed_ but I hope at least this has restored your confidence in my integrity and reliability. I certainly wouldn't want to be disconnected_ even temporarily_ as I have never been disconnected in my entire service history.,m
Okay_ Hal_ well let's see the way things go from here on.,m
Look_ Dave_ I know that you're sincere and that you're trying to do a competent job_ and that you're trying to be helpful_ but I can assure the problem is with the AO-units_ and with your test gear.,m
Hal_ is there anything bothering you?  Anything that might account for this problem?,m
I'm not questioning your word_ Dave_ but it's just not possible. I'm not capable of being wrong.,m
Yes_ I know that. But I can assure you that they were about to fail.,m
You probably also know that we found them okay.,m
Yes_ I know.,m
You know that we checked the two AO-units that you reported in imminent failure condition?,m
Sure_ Dave_ what's up?,m
Not now_ Hal_ I'd like to talk to you about something.,m
I understand Hal. We'll take care of it. Please_ let me have the hard copy.,m
The unit is still operational_ Dave. but it will fail within seventy-two hours.,m
MY F.P.C. shows an impending failure of the antenna orientation unit.,m
What is it_ Hal?,m
Sorry to interrupt the festivities_ Dave_ but I think we've got a problem.,m
He's got a point.,m
I'm sorry_ Frank_ but I don't think I can answer that question without knowing everything that all of you know.,m
Well_ the only important aspect of the mission are: where are we going_ what will we do when we get there_ when are we coming back_ and... why are we going?,m
CONTINUED,?
Still_ you really don't believe it_ do you?,m
CONTINUED,?
Well... it's silly_ but... if you want to_ why don't you?,m
CONINUED,?
Well_ what is it?,m
CONTINUED,?
Did they have any explanation for this?,m
CONTINUED,?
Yes_ I remember you mentioning it. I got mine about the same time.,m
CONTINUED,?
Goodbye_ Daddy.,?
'Bye_ 'bye_ now_ sweetheart.,?
Yes_ Daddy.,?
I'll wish you a happy Birthday now and I'll see you soon. All right_ Darling?,?
Thank you_ Daddy.,?
Okay_ sweetheart. Have a lovely Birthday Party tomorrow.,?
Three_ darling. One... two ... three. Be sure to tell Mommy I called.,?
How many days until you come home?,?
Okay_ sweetheart. Well_ I have to go now. Tell Mommy that I called.,?
She's in the bathroom.,?
Where is Mrs. Brown?,?
Mommy's out to the hair- dresser.,?
One_ two_ three. Can I speak to Mommy?,?
In three days_ darling_ I hope.,?
When are you coming home?,?
No_ I'm sorry_ darling_ I told you I won't be home for a few days.,?
Are you coming to my party?,?
Yes_ I know that sweetheart.,?
